__quarterly__,FS_ODX_PN_XDC,FSGL_PT,FS_ODX_CRT_XDC,FS_ODX_A_XDC,FSERE_PT,FSANL_PT,FS_ODX_INAET_XDC,FSKRTC_PT,FSKRC_PT,FS_ODX_L_S_XDC,FS_ODX_AFL_XDC,FS_ODX_ANF_XDC,FS_ODX_IIN_XDC,FSCD_PT,FS_ODX_ENI_XDC,FS_ODX_INI_XDC,FSKNL_PT,FSLE_PT,FSFC_PT,FSLT_PT,FS_ODX_LF_XDC,FS_ODX_LDC_XDC,FS_ODX_AFLS_XDC,FS_ODX_LDO_XDC,FS_ODX_LDL_XDC,FS_ODX_IG_XDC,FS_ODX_EP_XDC,FS_ODX_ALB_XDC,FSNERA_XDC,FSSNO_PT,FS_ODX_AF_XDC,FSEIM_PT,FSLS_PT,FSDERE_XDC,FSPE_PT,FS_ODX_INIGL_XDC,FS_ODX_AFL_FX_XDC,FS_ODX_LD_XDC,FS_ODX_II_XDC,FSFCD_PT,FS_ODX_B_XDC,FS_ODX_EI_XDC,FS_ODX_INIF_XDC,FSTI_PT,FS_ODX_EO_XDC,FS_ODX_AFD_XDC,FSKA_PT,FS_ODX_CR_XDC,FS_ODX_LDD_XDC,FSERA_PT,FS_ODX_AFF_XDC,FS_ODX_CT2_XDC,FS_ODX_ARW_XDC,FS_ODX_L_FX_XDC,FS_ODX_L_XDC,FSENE_PT,FS_ODX_CT1_XDC,FS_ODX_AFLG_XDC,FS_ODX_AFC_XDC,FSGA_PT,FSDERA_XDC,FS_ODX_TI_XDC,FS_ODX_RE_XDC,FS_ODX_AFO_XDC,FS_ODX_AFE_XDC,FS_ODX_AFLNP_XDC,FS_ODX_INIO_XDC,FS_ODX_AFLG_ODX_XDC,FS_ODX_AFLG_ODX_RES_XDC,FS_ODX_AFLG_CB_XDC,FS_ODX_AFLG_GG_XDC,FS_ODX_AFLG_NODX_XDC,FS_ODX_AFLG_NFC_XDC,FS_ODX_AFLG_NRES_XDC,FS_ODX_AFLG_ODS_XDC,FS_ODX_AFLG_OFM_XDC,FS_ODX_ONOBS_FX_XDC,FS_ODX_ARW_FSKRC_XDC,FS_ODX_AFLG_NODX_FSCD_XDC,FS_ODX_VLE_XDC,FS_ODX_CT1_FSLE_XDC,FS_ODX_AFLNP_FSPN_XDC,FS_ODX_INIGL_FSTI_XDC,FS_ODX_EP_FSPE_XDC,FS_ODX_INBT_XDC,FS_ODX_IG_FSENE_XDC,FS_ODX_ALB_FSLT_XDC,FS_ODX_AFLNP_FSANL_XDC,FSNERAB_XDC,FS_ODX_LF_FSGL_XDC,FS_ODX_A_FSLT_XDC,FS_ODX_IG_FSTI_XDC,FS_ODX_LDCDC_FSCD_XDC,FS_ODX_VLE_FSLE_XDC,FS_ODX_CRT_FSKNL_XDC,FS_ODX_AFLG_FSANL_XDC,FS_ODX_AFLG_FSFC_XDC,FS_ODX_ARW_FSKRTC_XDC,FS_ODX_CRT_FSGL_XDC,FS_ODX_LDCDC_XDC,FS_ODX_L_FX_FSFCD_XDC,FS_ODX_CRT_FSKRC_XDC,FSNERAB_FSERE_XDC,FSDERA_FSERA_XDC,FS_ODX_ENI_FSPE_XDC,FS_ODX_ENI_FSENE_XDC,FS_ODX_ALB_FSLS_XDC,FS_ODX_AFLS_FSPN_XDC,FSNKNL_FSKNL_XDC,FS_ODX_CRT_FSSNO_XDC,FS_ODX_CT1_FSKRTC_XDC,FSDKA_FSKA_XDC,FSPN_PT,FS_ODX_IIN_FSEIM_XDC,FSNERA_FSERA_XDC,FS_ODX_IG_FSEIM_XDC,FSNSNO_FSSNO_XDC,FS_ODX_AFL_FX_FSFC_XDC,FS_ODX_ON_FX_XDC,FSDERE_FSERE_XDC,FS_ODX_L_S_FSLS_XDC,FS_ODX_CRT_FSGA_XDC,FS_ODX_CT1_FSKA_XDC,FSDFCD_FSFCD_XDC,FS_ODX_AFF_FSGA_XDC,FS_ODX_HQLA_XDC,FS_ODX_SD_XDC,FS_ODX_INIP_XDC,,__eof__
2007Q2,748291840000,0.638351278369998,24749587782360,194880749500000,17.1572511052448,2.98837235357656,2084723040000,12.6751311904106,16.6007091187125,109094166700000,118283154490000,6195076180000,4032823740000,,5166287990000,4640088010000,-5.74034457661795,4.18544212713149,5.67534220007775,20.7764044134077,157989310000,118650748850000,5108101810000,15651256440000,16337476940000,8672911750000,1786018540000,40489212640000,5516663840000,0.556343409207356,188685673320000,46.499075007883,37.1140033099497,24301364212857.1,34.5706345340613,2115261210000,7002876040000,170001837300000,7941047480000,8.37653596045801,194880749600000,3908223740000,2584845310000,24.3892855245529,3380269450000,41679901520000,9.69671992675705,24720922990000,19362355070000,2.93709145497283,358511160000,5852547312180,149087533582900,14223468250000,170159826610000,59.5680913045149,18897040470180,123391256300000,9956357480000,1.44855406543589,187827445095714,673608880000,2084723040000,11156341200000,7251407470000,3687390190000,-60018510000.0003,,,,,,,,,,,149087533582900,,790924692620,18897040470180,3687390190000,2115261210000,1786018540000,2758331920000,8672911750000,40489212640000,3687390190000,4169446080000,157989310000,194880749500000,8672911750000,,790924692620,24749587782360,123391256300000,123391256300000,149087533582900,24749587782360,118650748850000,14223468250000,24749587782360,4169446080000,187827445095714,5166287990000,5166287990000,40489212640000,5108101810000,-1420711620000,24749587782360,18897040470180,194880749500000,138.528920097821,4032823740000,5516663840000,8672911750000,137692700433.149,7002876040000,137692700433.149,24301364212857.1,109094166700000,24749587782360,18897040470180,169801315450000,358511160000,,,,,__eof__
2007Q3,1305714960000,0.666877777483437,24595174039080,203391298990000,18.113617036176,3.13786100242843,3376000810000,12.5642428386204,15.9609093106866,109843977790000,126635027370000,6361054510000,6414776570000,,7320730040000,6524664270000,-5.64809323078066,3.99045598370655,6.41441885512164,20.0088918464506,164019750000,124150835030000,5536517730000,18169114850000,18155082760000,12939440840000,2703348180000,40696345040000,5750661120000,0.650322274007999,197030244480000,49.5753769372309,37.0492273302442,24850555272000,36.9273032228901,2378277820000,8478036510000,177508104030000,12588306970000,8.69984445414754,203391299030000,6173530400000,3960165810000,18.38006641406,4617381860000,42162236210000,9.51910729051979,25719175250000,17033071390000,3.00053972042873,422781780000,5234138068640,154096320957180,15420417050000,177672123780000,56.5768654961446,19361035970440,132171545100000,9952519430000,1.71896234329641,191654224100000,936995030000,3376000810000,11126474590000,6731205100000,4147359370000,186220640000,,,,,,,,,,,154096320957180,,772593618390,19361035970440,4147359370000,2378277820000,2703348180000,4312995840000,12939440840000,40696345040000,4147359370000,4501334413333.33,164019750000,203391298990000,12939440840000,,772593618390,24595174039080,132171545100000,132171545100000,154096320957180,24595174039080,124150835030000,15420417050000,24595174039080,4501334413333.33,191654224100000,7320730040000,7320730040000,40696345040000,5536517730000,-1389158360000,24595174039080,19361035970440,203391298990000,133.495008174322,6414776570000,5750661120000,12939440840000,159947895107.17,8478036510000,159947895107.17,24850555272000,109843977790000,24595174039080,19361035970440,177249342000000,422781780000,,,,,__eof__
2007Q4,2030251990000,0.635430342070495,25690658627990,213847828580000,16.6200141636956,3.22929327504345,4213096260000,12.4585564861253,15.9314412729971,116941936100000,132865443320000,6073138930000,9056519690000,,10139354200000,8616587280000,-5.8943451467226,4.0472860480936,6.30454126392671,20.7368453327131,163246240000,131534041680000,5998624080000,15734590220000,19568031410000,17673106970000,3722632700000,44345293460000,5503500780000,0.595827085637937,207774689650000,51.2446379992686,37.9207792678233,25349534714615.4,36.7146923420428,3348086150000,8754742430000,186042837130000,17775153950000,8.55539493609548,213847828760000,8718634260000,4981933180000,18.9445248969712,6416721500000,44011444910000,9.39470293807273,27641745390000,19206173820000,2.8056129729812,343271790000,5600290393380,161257592378250,15901297570000,186206083370000,57.3716563658642,20090368234610,138864067400000,12453841290000,1.33617356787422,196160369694615,1290404520000,4213096260000,11628794920000,6471893420000,4484327990000,286567950000,,,,,,,,,,,161257592378250,,813114670570,20090368234610,4484327990000,3348086150000,3722632700000,5503500780000,17673106970000,44345293460000,4484327990000,4213096260000,163246240000,213847828580000,17673106970000,,813114670570,25690658627990,138864067400000,138864067400000,161257592378250,25690658627990,131534041680000,15901297570000,25690658627990,4213096260000,196160369694615,10139354200000,10139354200000,44345293460000,5998624080000,-1514296090000,25690658627990,20090368234610,213847828580000,133.768629176476,9056519690000,5503500780000,17673106970000,153071902584.344,8754742430000,153071902584.344,25349534714615.4,116941936100000,25690658627990,20090368234610,185862811580000,343271790000,,,,,__eof__
2008Q1,681167470000,0.499673998606096,26486349173500,216679314630000,20.8848226289784,3.79894216928892,1443084810000,12.9218327506292,16.1898436690158,117383519700000,136287947660000,6172413860000,2776316890000,,2551551620000,2401186920000,-3.18862575007123,3.90017300326398,5.68312480757649,20.4923979041663,132345400000,134066126890000,6259859300000,17356826250000,18547365150000,5177503810000,995706480000,44402787330000,7779138880000,0.186400671282213,210506900770000,53.6226913949871,37.8271050684809,27638919145000,39.0235679417687,1570176170000,8101169780000,189346324180000,5545648210000,7.49114705534305,216679314840000,2769331320000,1092060170000,30.3268955006331,1555845140000,45650070370000,9.75632159309641,27200645260000,19376005890000,3.61134795309557,398991590000,5346418412480,163598548046450,14164236730000,189478669580000,49.2815015427289,21139930761020,142547806960000,10800736460000,1.50640462898978,215408179467500,501699910000,1443084810000,11422731420000,5946423270000,5415308750000,-261049420000,,,,,,,,,,,163598548046450,,824493872450,21139930761020,5415308750000,1570176170000,995706480000,1944784720000,5177503810000,44402787330000,5415308750000,5772339240000,132345400000,216679314630000,5177503810000,,824493872450,26486349173500,142547806960000,142547806960000,163598548046450,26486349173500,134066126890000,14164236730000,26486349173500,5772339240000,215408179467500,2551551620000,2551551620000,44402787330000,6259859300000,-844550550000,26486349173500,21139930761020,216679314630000,115.595612161541,2776316890000,7779138880000,5177503810000,49370732657.5549,8101169780000,49370732657.5549,27638919145000,117383519700000,26486349173500,21139930761020,189079677990000,398991590000,,,,,__eof__
2008Q2,1646921070000,0.423983081804888,27744772149690,226933903380000,18.8186456638781,3.79745476294993,2630100590000,12.8989510216578,16.3998848802951,119790246830000,142540398530000,8820983170000,5696672800000,,5060138880000,4651507200000,-3.68184187813348,4.05083777251921,6.51132840770599,20.6350812163957,117633140000,136351018420000,6688415340000,18739399510000,19829652180000,10348180000000,2076100940000,46827995270000,7282240100000,0.439459140452766,218112920210000,55.0499971975748,39.0916593873087,27952070908571.4,41.0285367503589,2342914390000,9716778150000,198035126810000,11436562450000,8.21642894787061,226933903570000,5739889650000,2330406380000,22.6408352966415,2984037940000,47171061840000,9.61602034452257,28781143620000,23115056700000,3.32391763700469,103905110000,5922761832050,169176627471490,16272543440000,198152759950000,48.8988293593656,21822010317640,149228813870000,12423565590000,0.374503381896257,219086057335714,1011019460000,2630100590000,9849344700000,6024644440000,5666896700000,-21813570000.0005,,,,,,,,,,,169176627471490,,883974236670,21822010317640,5666896700000,2342914390000,2076100940000,3641120050000,10348180000000,46827995270000,5666896700000,5260201180000,117633140000,226933903380000,10348180000000,,883974236670,27744772149690,149228813870000,149228813870000,169176627471490,27744772149690,136351018420000,16272543440000,27744772149690,5260201180000,219086057335714,5060138880000,5060138880000,46827995270000,6688415340000,-1021518640000,27744772149690,21822010317640,226933903380000,118.026067777096,5696672800000,7282240100000,10348180000000,121926937209.606,9716778150000,121926937209.606,27952070908571.4,119790246830000,27744772149690,21822010317640,198048854840000,103905110000,,,,,__eof__
2008Q3,2529803340000,0.537494755544584,28578889080390,236997981490000,19.8336334380271,3.98600766890174,4246491210000,12.5231109638434,15.8596584270405,120034098220000,149269561480000,9055046830000,8843984260000,,8241835740000,7625607220000,-3.76714342174601,3.71439749517358,6.82550796171941,20.0592043236478,153610030000,143059991080000,7318208250000,21355506160000,21385759010000,16469591480000,3156293600000,47539909350000,7597269866666.67,0.20762815959644,227942934660000,53.698868431192,39.605337195826,28547408107000,38.296002244762,3516117260000,10687910690000,206768222600000,17725333630000,9.3832939866111,236997981490000,8881349370000,3851909310000,21.3491467852729,5085542140000,47463895920000,9.52180087216995,30076148860000,20966966350000,3.40866193921341,320925660000,6012413211850,180198641804690,19385970480000,206921832630000,50.0427454439811,22566475868540,156587769730000,14385127970000,1.12294658864193,222881294835000,1451461190000,4246491210000,10180724570000,6322699060000,6241600510000,257580650000,,,,,,,,,,,180198641804690,,838208614410,22566475868540,6241600510000,3516117260000,3156293600000,5697952400000,16469591480000,47539909350000,6241600510000,5661988280000,153610030000,236997981490000,16469591480000,,838208614410,28578889080390,156587769730000,156587769730000,180198641804690,28578889080390,143059991080000,19385970480000,28578889080390,5661988280000,222881294835000,8241835740000,8241835740000,47539909350000,7318208250000,-1076607740000,28578889080390,22566475868540,236997981490000,117.248904960757,8843984260000,7597269866666.67,16469591480000,59337821430.7216,10687910690000,59337821430.7216,28547408107000,120034098220000,28578889080390,22566475868540,206600906970000,320925660000,,,,,__eof__
2008Q4,3941083100000,0.580335106023732,28797223925510,248427001620000,17.8325028908532,3.93217828600418,5190289230000.01,12.0306431824384,15.4266228517163,129326164840000,155240778130000,8743774220000,12169354280000,,11659803100000,10347002920000,-5.42093225387993,4.07270648277408,6.58443267429095,20.7471552785712,167120400000,154839531010000,7979177660000,19282382130000,22786626520000,22516357200000,4374662230000,51541535780000,6915471000000.01,0.0927344902034256,239683227400000,54.0467277717552,39.8539118853221,29105780953846.2,37.5191775751342,4665164790000,10747108100000,216916965870000,24473042510000,8.92389001979036,248427001800000,12303688230000,5186999350000,20.7190032941918,7285140869999.99,50197020180000,9.04002871348989,31342915530000,20008426210000,3.03086676056574,423630380000,6339351647000,186672249670680,19334540800000,217084086270000,51.7837010508965,22457872278510,163219955790000,16283105180000,1.47108061907567,228168096663846,1725181770000,5190289230000.01,11085667170000,6453026360000,6418099660000,494838779999.999,,,,,,,,,,,186672249670680,,914643220180,22457872278510,6418099660000,4665164790000,4374662230000,6915471000000.01,22516357200000,51541535780000,6418099660000,5190289230000.01,167120400000,248427001620000,22516357200000,,914643220180,28797223925510,163219955790000,163219955790000,186672249670680,28797223925510,154839531010000,19334540800000,28797223925510,5190289230000.01,228168096663846,11659803100000,11659803100000,51541535780000,7979177660000,-1561078000000,28797223925510,22457872278510,248427001620000,124.323056398286,12169354280000,6915471000000.01,22516357200000,26704958800.0606,10747108100000,26704958800.0606,29105780953846.2,129326164840000,28797223925510,22457872278510,216660455890000,423630380000,,,,,__eof__
2009Q1,1104291900000,0.449087983077033,31526094069570,257290447450000,22.8926949529936,4.39436808005529,1842578250000,12.8749411931207,16.6191534624746,128959678430000,155475095480000,7969215130000,3163110320000,,2945322610000,3277466150000,-4.03311969822255,4.93882591447677,6.24709826688894,22.4267922077493,141579900000,158045768750000,8476104300000,22347780650000,21909775510000,6440576470000,1163082980000,57701994020000,9563847840000,0.907980330483548,249321232320000,49.1122236454092,44.7442136352107,32195043070000,39.4891539572298,1620478330000,10242192560000,224858976190000,6673014500000,8.8780406901483,257290447440000,3509904180000,1181804270000,25.160454775254,1782239630000,57853553620000,9.4925492871772,32289891350000,22555651280000,3.76332389387482,106620290000,7102671534180,189697352159090,19966175130000,225000556090000,45.730729597253,24423422535390,163951199780000,17084162750000,0.33819695444896,254132998107500,548383710000,1842578250000,12062103180000,6739697000000,7204619190000,475183549999.999,,,,,,,,,,,189697352159090,,1206230321380,24423422535390,7204619190000,1620478330000,1163082980000,2390961960000,6440576470000,57701994020000,7204619190000,7370313000000,141579900000,257290447450000,6440576470000,,1206230321380,31526094069570,163951199780000,163951199780000,189697352159090,31526094069570,158045768750000,19966175130000,31526094069570,7370313000000,254132998107500,2945322610000,2945322610000,57701994020000,8476104300000,-1271485110000,31526094069570,24423422535390,257290447450000,117.64819314482,3163110320000,9563847840000,6440576470000,286250733121.436,10242192560000,286250733121.436,32195043070000,128959678430000,31526094069570,24423422535390,224893935800000,106620290000,,,,,__eof__
2009Q2,2226572120000,0.367551640438551,32074679318350,260683307650000,19.6786507905695,4.46218982763803,3236832290000,13.0953976053072,16.8119567320782,135803431800000,157289889740000,8290102800000,6415256310000,,5412448690000,5403907400000,-4.09832677344324,5.06620066138948,4.15824899209671,23.0237096617567,117891010000,160577105910000,8722304410000,20689205560000,18236731080000,11819163710000,2340646750000,60018967890000,8360285800000,1.23448638313784,252393204850000,54.2784283846763,44.1954721574275,32896892418571.4,43.2456155071652,3369811870000,6903200390000,226072277870000,12896930610000,6.54270105190968,260683307690000,6481674300000,2116123650000,28.5114239271333,3071801940000,58219046240000,9.58406003819938,34493138810000,26569235320000,3.26672798785902,397323650000,7090634603610,190784926641820,14772950860000,226190168880000,45.7938380650453,24984044714740,166012194150000,17619786310000,1.23874551030255,255922312205714,943310610000,3236832290000,11830283500000,7036875410000,7407779240000,-82028120000,,,,,,,,,,,190784926641820,,1265741838580,24984044714740,7407779240000,3369811870000,2340646750000,4180142900000,11819163710000,60018967890000,7407779240000,6473664580000,117891010000,260683307650000,11819163710000,,1265741838580,32074679318350,166012194150000,166012194150000,190784926641820,32074679318350,160577105910000,14772950860000,32074679318350,6473664580000,255922312205714,5412448690000,5412448690000,60018967890000,8722304410000,-1314525170000,32074679318350,24984044714740,260683307650000,117.745199032146,6415256310000,8360285800000,11819163710000,395957548620.16,6903200390000,395957548620.16,32896892418571.4,135803431800000,32074679318350,24984044714740,225792845230000,397323650000,,,,,__eof__
2009Q3,3025441270000,0.335671674249801,32822802295200,259871069880000,20.2123526974568,4.37481815490799,5126163690000.01,13.5155688500461,17.174818735971,133997263650000,155897879070000,8454195300000,9631270220000,,8216688769999.99,8138383650000,-5.31550650157359,5.0039264108548,3.93229219354172,23.3249424793571,110176850000,158386594310000,8956790190000,20600827220000,18237492030000,17769653870000,3550986200000,60614777570000,8703365106666.68,0.936809119391634,251416874580000,54.2006630543333,45.2358323736561,33815385187000,43.2167543325364,4976868710000,6482567290000,223241680580000,18506065600000,6.07043570578345,259871069950000,8874795380000,3708495800000,28.0076851603863,4665702569999.99,57956099300000,9.93939361056129,36519212520000,26016767020000,3.38492381336063,446669140000,6993193779850,191110036151100,13531316140000,223351857430000,46.24000461749,25829608515350,164854669260000,17869618530000,1.3608501065289,257121447529000,1401360140000,5126163690000.01,11500690720000,7745917820000,7212092000000,-546980860000.001,,,,,,,,,,,191110036151100,,1292494602320,25829608515350,7212092000000,4976868710000,3550986200000,6527523830000.01,17769653870000,60614777570000,7212092000000,6834884920000.01,110176850000,259871069880000,17769653870000,,1292494602320,32822802295200,164854669260000,164854669260000,191110036151100,32822802295200,158386594310000,13531316140000,32822802295200,6834884920000.01,257121447529000,8216688769999.99,8216688769999.99,60614777570000,8956790190000,-1744698190000,32822802295200,25829608515350,259871069880000,124.191291375651,9631270220000,8703365106666.68,17769653870000,307487005141.32,6482567290000,307487005141.32,33815385187000,133997263650000,32822802295200,25829608515350,222905188290000,446669140000,,,,,__eof__
2009Q4,4311346080000,0.328126155282231,33779117639880,268580311780000,17.5085605310474,4.01283835055224,6077577080000,13.3791130123329,17.1621830301037,138438877440000,158089726810000,8020220300000,12803206180000,,11473784820000,10922466830000,-7.97816511588896,5.37963497441474,4.18766042549666,24.6364847972179,110838120000,165450027700000,9416716580000,19286406340000,19822274840000,23725673010000,4843949800000,66168747680000,7940542110000,0.601979620010114,260560091480000,53.9635110650124,47.7963624839979,34712031690000,42.217540907308,6342070620000,7014601040000,230212684360000,23724920350000,6.56239858632735,268580311800000,10921714170000,4860943960000,26.7308354849488,6629835020000,63503065210000,9.80457832415508,38256789320000,25653975480000,3.05994272181195,175191480000,7445950608150,196822965823340,15103250820000,230323522480000,48.3602080124934,26333167031730,167506443390000,18361506080000,0.518638414027627,259499697605385,1862965030000,6077577080000,12235201890000,8195400010000,6721762800000,-280547750000.001,,,,,,,,,,,196822965823340,,1416628263510,26333167031730,6721762800000,6342070620000,4843949800000,7940542110000,23725673010000,66168747680000,6721762800000,6077577080000,110838120000,268580311780000,23725673010000,,1416628263510,33779117639880,167506443390000,167506443390000,196822965823340,33779117639880,165450027700000,15103250820000,33779117639880,6077577080000,259499697605385,11473784820000,11473784820000,66168747680000,9416716580000,-2694953780000,33779117639880,26333167031730,268580311780000,140.092961626078,12803206180000,7940542110000,23725673010000,203343404011.319,7014601040000,203343404011.319,34712031690000,138438877440000,33779117639880,26333167031730,230148331000000,175191480000,,,,,__eof__
2010Q1,589513580000,3.30225898375264,35508314331770,273743437860000,19.4512009994606,4.26408721525566,1865934710000,14.1282145436722,17.8653861939098,143259282970000,159644802480000,8367078910000,3153209750000,,2889113180000,2687292250000,-6.41348425814299,6.4138071603013,4.01383554862049,24.8480880497991,1172576500000,167288399130000,9489347830000,21036449000000,18501609960000,5840502000000,1278203520000,68020010470000,9447500960000,0.000974923089923598,265376358950000,53.9886768294917,47.4803510528837,38371609240000,44.2420715411364,1614499720000,6788766650000,234531518500000,5026638060000,6.6704207334362,273743437760000,1873428310000,1042571750000,27.6431669743457,1610909660000,66103509850000,10.2579649578892,38039342760000,27705060410000,3.47035591234576,1300947510000,7427808401570,198754809699410,15635676150000,235704095000000,49.4668639784731,28080505930200,169134150310000,17872852910000,3.66378279138984,272234352862500,495940530000,1865934710000,11823223080000,8631023120000,7212027680000,30220780000.0001,,,,,,,,,,,198754809699410,,1801029500000,28080505930200,7212027680000,1614499720000,1278203520000,2361875240000,5840502000000,68020010470000,7212027680000,7463738840000,1172576500000,273743437860000,5840502000000,,1801029500000,35508314331770,169134150310000,169134150310000,198754809699410,35508314331770,167288399130000,15635676150000,35508314331770,7463738840000,272234352862500,2889113180000,2889113180000,68020010470000,9489347830000,-2277320150000,35508314331770,28080505930200,273743437860000,131.576697304079,3153209750000,9447500960000,5840502000000,346178755.263076,6788766650000,346178755.263076,38371609240000,143259282970000,35508314331770,28080505930200,234403147490000,1300947510000,,,,,__eof__
2010Q2,1297274680000,3.96235905136984,36083493481130,281629245000000,16.8970630567868,3.8333749229574,3276033870000,13.8877581401758,17.5823723045614,148069649620000,165519172620000,8960942860000,6380491240000,,5964009930000,5149346060000,-7.73979243850238,6.20009660663503,4.50618456975856,24.7535763979341,1429757570000,169916892140000,9502005450000,21163797090000,19311965360000,11529837300000,2582090080000,69713310320000,8537105380000,0.561764796458081,272668302140000,55.3389529616346,47.081431271641,38776370295714.3,43.2945301953915,2478922790000,7886777320000,240345614950000,9967459530000,7.16156647623367,281629245110000,3586968290000,2507112390000,21.5000673947064,3381919850000,66879587670000,10.1201162081197,39853872590000,29952960360000,3.11134956671528,1538554680000,7582286611080,205225397665870,17204719410000,241775372520000,51.7267483904565,28501206870050,175021178070000,18584998420000,4.26387395334821,274385927937143,992518820000,3276033870000,11344802850000,8801185900000,6709217950000,163310880000.001,,,,,,,,,,,205225397665870,,1767102360000,28501206870050,6709217950000,2478922790000,2582090080000,4268552690000,11529837300000,69713310320000,6709217950000,6552067740000,1429757570000,281629245000000,11529837300000,,1767102360000,36083493481130,175021178070000,175021178070000,205225397665870,36083493481130,169916892140000,17204719410000,36083493481130,6552067740000,274385927937143,5964009930000,5964009930000,69713310320000,9502005450000,-2792787500000,36083493481130,28501206870050,281629245000000,141.626125739439,6380491240000,8537105380000,11529837300000,202704363709.235,7886777320000,202704363709.235,38776370295714.3,148069649620000,36083493481130,28501206870050,240236817840000,1538554680000,,,,,__eof__
2010Q3,1837118180000,4.6900528828004,38658633395140,290910536760000,17.2366328720074,3.41060974347401,5116942080000,13.894588340868,18.1049629273855,151893705910000,173477985720000,9163695370000,9663195590000,,9048173700000,7838461390000,-8.50794249859201,5.9947813305075,5.12119930502278,24.0295888002403,1813110350000,171762273260000,9530768710000,20882890920000,19747116570000,17501656980000,3926709040000,69904605760000,8821820133333.33,0.958154124073722,281746841390000,55.213032691948,46.0220555823556,39581915393000,43.3978078913317,3712431890000,9372243060000,246708373740000,14899521080000,7.37486589932625,290910536970000,5236325490000,3830751610000,21.2118880757541,5121464660000,67966679480000,10.1984715853955,42389052880000,34316092990000,3.16902278579074,1933545160000,8990204964750,213525062438350,18185529820000,248521484090000,51.6989546209241,29668428430390,183008754430000,17263117760000,5.00158694239584,278376670969000,1499423020000,5116942080000,11756215020000,9349298250000,6241714410000,295277890000,,,,,,,,,,,213525062438350,,1778557408600,29668428430390,6241714410000,3712431890000,3926709040000,6616365100000,17501656980000,69904605760000,6241714410000,6822589440000,1813110350000,290910536760000,17501656980000,,1778557408600,38658633395140,183008754430000,183008754430000,213525062438350,38658633395140,171762273260000,18185529820000,38658633395140,6822589440000,278376670969000,9048173700000,9048173700000,69904605760000,9530768710000,-3289054300000,38658633395140,29668428430390,290910536760000,152.694725903039,9663195590000,8821820133333.33,17501656980000,370409290186.075,9372243060000,370409290186.075,39581915393000,151893705910000,38658633395140,29668428430390,246587938930000,1933545160000,,,,,__eof__
2010Q4,2769099040000,3.71755360928719,41460452006650,305005514260000,15.505277187059,2.86337656354999,6269778790000,12.9639968520835,17.9933424685469,157841617880000,183779349370000,8681178630000,13003462790000,,12468146090000,10397689800000,-10.0251254118825,6.22178833201544,6.86704400526488,22.0826814765667,1541314530000,180852858220000,9696401620000,19371100250000,26782623720000,23401152590000,5340832170000,67353396200000,8163907460000,0.64246640900522,296324335630000,55.5676167658373,42.671506478859,40436418610000,42.8358164192797,4792967760000,13286064960000,260014808040000,19923196670000,9.46234198968695,305005514190000,6919733880000,5012406160000,20.4817593559395,7127313920000,67094150030000,9.79384919063988,43449391620000,33008225850000,2.87901472674144,1602396560000,11588671916890,230421068676510,24597710570000,261556122570000,53.2800512369976,29871780089760,193475750990000,19172775630000,3.86487962008467,283566019450000,1894128670000,6269778790000,12068326580000,12607337460000,5539939310000,592315880000.001,,,,,,,,,,,230421068676510,,1858558928190,29871780089760,5539939310000,4792967760000,5340832170000,8163907460000,23401152590000,67353396200000,5539939310000,6269778790000,1541314530000,305005514260000,23401152590000,,1858558928190,41460452006650,193475750990000,193475750990000,230421068676510,41460452006650,180852858220000,24597710570000,41460452006650,6269778790000,283566019450000,12468146090000,12468146090000,67353396200000,9696401620000,-4156462310000,41460452006650,29871780089760,305005514260000,175.027217401051,13003462790000,8163907460000,23401152590000,266369477164.457,13286064960000,266369477164.457,40436418610000,157841617880000,41460452006650,29871780089760,259953726010000,1602396560000,,,,,__eof__
2011Q1,310976530000,2.74599657647273,43382928813780,321547257320000,20.0001322925922,3.00904797064085,2223287340000,14.1230967400734,17.9528609266984,163498280910000,191198111700000,9121264090000,3420844630000,,3402173670000,3037185780000,-8.85102346704709,6.11653409433589,7.32826229293193,22.8073887711679,1191293740000,188179924510000,9890691770000,22701507380000,27716624910000,6458030410000,1413206990000,73336533060000,10979520840000,1.22040081873426,312425993230000,52.9704013889894,44.8546202760194,44465452677500,41.5383553891298,1843980020000,14736314960000,274057363430000,5249256650000,9.64341540069062,321547257370000,1828412020000,1122059490000,28.5532879675616,1988966680000,72481953780000,10.6137859768979,46298600200000,35459306630000,3.50761643388729,1281264890000,9254591107250,241649110918380,26419813700000,275248657170000,52.6812890929078,34128337706530,201088803470000,19223683080000,2.9533849489503,313019426352500,521592870000,2223287340000,14699425260000,13541554520000,6050858560000,71146269999.9999,,,,,,,,,,,241649110918380,,2087471411650,34128337706530,6050858560000,1843980020000,1413206990000,2744880210000,6458030410000,73336533060000,6050858560000,8893149360000,1191293740000,321547257320000,6458030410000,,2087471411650,43382928813780,201088803470000,201088803470000,241649110918380,43382928813780,188179924510000,26419813700000,43382928813780,8893149360000,313019426352500,3402173670000,3402173670000,73336533060000,9890691770000,-3839833210000,43382928813780,34128337706530,321547257320000,163.459311962499,3420844630000,10979520840000,6458030410000,529445618434.273,14736314960000,529445618434.273,44465452677500,163498280910000,43382928813780,34128337706530,273967392280000,1281264890000,,,,,__eof__
